offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
ARI-2010112109,0,0,0,22,0,1,2,0,0,11,0,2,28.0,22,7,13,7,0,7,1,0,0,10,517,2010112109,1,0,0,24,0,1,1,0,0,10,0,1,25,18,5,16,7,0,7,1,0,0,9,532,2010111407,0.4166666666666667,0.2916666666666667,0.0,28.0,517.0,1.0,0.0,0.0,26.0,3.0,10.0,1.0,25.0,16.0,10.0,26.0,6.0,3.0,584.0,0.38461538461538464,0.23076923076923078,ARI,KC,2010,0.2916666666666667,0.19230769230769232,11/21,2010-11/21-ARI,2010-10-ARI,0.0,0.0,0.0,
ATL-2010112110,2,0,0,22,0,2,3,1,0,7,0,4,25.0,14,15,34,4,0,3,3,1,1,10,574,2010112110,3,0,0,20,0,2,1,0,0,7,0,2,24,15,11,29,4,0,4,3,0,0,9,475,2010111305,0.35,0.2,0.0,25.0,574.0,2.0,0.0,0.0,24.0,1.0,10.0,2.0,24.0,14.0,10.0,22.0,5.0,2.0,483.0,0.4166666666666667,0.20833333333333334,ATL,STL,2010,0.2,0.20833333333333334,11/21,2010-11/21-ATL,2010-10-ATL,0.0,0.0,0.0,
BAL-2010112100,2,0,0,26,0,2,2,1,0,8,0,3,26.0,9,12,23,5,0,4,2,0,0,10,595,2010112100,2,0,0,21,0,2,2,0,0,8,0,2,23,9,10,23,3,1,4,2,0,0,9,489,2010111300,0.38095238095238093,0.19047619047619047,0.0,26.0,595.0,2.0,0.0,0.0,24.0,3.0,8.0,2.0,27.0,11.0,9.0,27.0,5.0,3.0,536.0,0.3333333333333333,0.20833333333333334,BAL,CAR,2010,0.14285714285714285,0.16666666666666666,11/21,2010-11/21-BAL,2010-10-BAL,0.0,0.0,0.0,
BUF-2010112102,4,0,0,20,0,6,1,0,0,6,1,0,21.0,15,8,48,1,0,3,7,0,0,10,575,2010112102,3,0,0,22,0,3,0,0,0,8,1,0,23,15,4,27,3,0,3,4,0,0,9,438,2010111404,0.36363636363636365,0.13636363636363635,0.0,21.0,575.0,3.0,1.0,0.0,23.0,3.0,7.0,1.0,20.0,13.0,11.0,30.0,4.0,3.0,432.0,0.30434782608695654,0.17391304347826086,BUF,CIN,2010,0.13636363636363635,0.17391304347826086,11/21,2010-11/21-BUF,2010-10-BUF,0.0,0.0,0.0,
CAR-2010112100,2,0,0,27,0,1,0,2,0,13,0,2,18.0,15,9,25,9,0,9,3,0,0,10,436,2010112100,2,0,0,24,0,0,0,1,0,10,0,2,22,16,9,16,7,0,6,1,0,0,9,397,2010111404,0.4166666666666667,0.25,0.0,18.0,436.0,2.0,0.0,0.0,21.0,1.0,10.0,1.0,21.0,16.0,8.0,20.0,6.0,2.0,406.0,0.47619047619047616,0.2857142857142857,CAR,BAL,2010,0.2916666666666667,0.23809523809523808,11/21,2010-11/21-CAR,2010-10-CAR,0.0,0.0,0.0,
CHI-2010111800,3,0,0,19,0,1,1,2,1,8,0,3,22.0,11,17,16,4,1,4,1,0,0,10,304,2010111800,4,1,0,22,0,2,1,1,0,7,0,1,22,13,11,21,4,1,3,2,0,0,9,400,2010111302,0.3181818181818182,0.13636363636363635,0.0,22.0,304.0,3.0,0.0,0.0,20.0,1.0,8.0,2.0,21.0,13.0,13.0,19.0,4.0,1.0,375.0,0.4,0.2,CHI,MIA,2010,0.18181818181818182,0.15,11/18,2010-11/18-CHI,2010-10-CHI,0.25,0.0,0.0,
CIN-2010112102,5,1,0,21,0,3,1,1,0,10,1,1,28.0,18,9,30,2,0,3,4,0,0,10,560,2010112102,3,0,0,24,0,2,0,0,0,10,1,0,26,15,8,26,3,0,3,3,0,0,9,492,2010111434,0.4166666666666667,0.125,1.0,28.0,560.0,3.0,0.0,0.0,22.0,1.0,9.0,1.0,26.0,18.0,8.0,21.0,3.0,2.0,504.0,0.4090909090909091,0.13636363636363635,CIN,BUF,2010,0.125,0.18181818181818182,11/21,2010-11/21-CIN,2010-10-CIN,0.0,0.0,0.0,
CLE-2010112104,2,0,0,24,0,1,1,1,2,9,2,2,20.0,11,16,13,5,1,6,1,0,0,10,358,2010112104,2,0,0,22,0,2,1,0,0,9,0,2,21,10,11,22,4,0,5,2,0,0,9,422,2010111402,0.4090909090909091,0.22727272727272727,0.0,20.0,358.0,3.0,0.0,0.0,22.0,2.0,10.0,1.0,23.0,13.0,9.0,18.0,6.0,2.0,484.0,0.45454545454545453,0.2727272727272727,CLE,JAC,2010,0.18181818181818182,0.18181818181818182,11/21,2010-11/21-CLE,2010-10-CLE,0.0,0.0,0.0,
DAL-2010112105,2,0,0,22,0,4,0,0,0,9,0,0,23.0,6,4,28,4,1,6,4,0,0,10,374,2010112105,3,0,0,22,0,2,1,0,0,9,0,0,18,9,4,24,4,1,4,3,0,0,9,451,2010111408,0.4090909090909091,0.18181818181818182,0.0,23.0,374.0,3.0,1.0,0.0,25.0,2.0,10.0,1.0,25.0,11.0,6.0,21.0,4.0,2.0,444.0,0.4,0.16,DAL,DET,2010,0.18181818181818182,0.24,11/21,2010-11/21-DAL,2010-10-DAL,0.0,0.0,0.0,
DEN-2010112200,1,0,0,24,0,2,0,0,0,10,0,0,23.0,15,2,14,9,0,5,2,0,0,10,392,2010112200,1,0,0,23,0,3,0,0,0,9,0,0,25,13,5,24,6,0,5,3,0,0,8,530,2010108902,0.391304347826087,0.21739130434782608,0.0,23.0,392.0,1.0,0.0,0.0,22.0,2.0,8.0,1.0,23.0,16.0,6.0,22.0,3.0,2.0,485.0,0.36363636363636365,0.13636363636363635,DEN,SD,2010,0.2608695652173913,0.22727272727272727,11/22,2010-11/22-DEN,2010-10-DEN,0.0,0.0,0.0,
DET-2010112105,4,1,0,23,0,2,0,1,0,11,0,1,24.0,13,6,23,6,0,6,3,0,0,10,554,2010112105,2,0,0,24,0,1,0,1,0,11,0,1,27,18,6,19,7,0,6,2,0,0,9,553,2010111403,0.4583333333333333,0.25,1.0,24.0,554.0,3.0,0.0,0.0,22.0,2.0,10.0,1.0,26.0,13.0,9.0,26.0,5.0,3.0,566.0,0.45454545454545453,0.22727272727272727,DET,DAL,2010,0.2916666666666667,0.18181818181818182,11/21,2010-11/21-DET,2010-10-DET,0.0,0.0,0.0,
GB-2010112106,3,1,0,22,0,4,0,1,0,8,0,1,21.0,9,8,31,5,0,2,4,0,0,10,409,2010112106,2,0,0,22,0,2,0,1,0,8,0,1,23,13,11,23,5,0,2,2,0,0,8,374,2010108641,0.36363636363636365,0.09090909090909091,1.0,21.0,409.0,3.0,1.0,0.0,24.0,3.0,8.0,1.0,20.0,11.0,8.0,25.0,4.0,3.0,481.0,0.3333333333333333,0.16666666666666666,GB,MIN,2010,0.22727272727272727,0.20833333333333334,11/21,2010-11/21-GB,2010-10-GB,0.0,0.0,0.0,
HOU-2010112101,2,1,0,27,0,3,2,0,0,11,0,2,19.0,14,9,27,6,0,5,3,0,0,10,472,2010112101,2,0,0,22,0,2,2,0,0,9,0,2,24,13,8,26,4,0,4,3,0,0,9,506,2010111402,0.4090909090909091,0.18181818181818182,1.0,19.0,472.0,2.0,0.0,0.0,25.0,2.0,11.0,1.0,23.0,16.0,6.0,23.0,6.0,2.0,481.0,0.44,0.24,HOU,NYJ,2010,0.18181818181818182,0.24,11/21,2010-11/21-HOU,2010-10-HOU,0.0,0.0,0.0,
IND-2010112112,6,0,0,18,0,4,0,0,0,9,0,0,25.0,14,4,28,2,0,4,4,0,0,10,574,2010112112,3,0,0,21,0,2,1,0,0,9,0,1,24,18,7,22,4,0,6,2,0,0,9,433,2010111407,0.42857142857142855,0.2857142857142857,0.0,25.0,574.0,3.0,0.0,0.0,20.0,3.0,10.0,1.0,25.0,13.0,6.0,31.0,4.0,4.0,554.0,0.5,0.2,IND,NE,2010,0.19047619047619047,0.15,11/21,2010-11/21-IND,2010-10-IND,0.0,0.0,0.0,
JAC-2010112104,3,0,0,25,0,3,0,1,0,11,0,1,26.0,16,7,30,2,1,6,4,0,0,10,460,2010112104,2,0,0,22,0,4,0,0,0,9,0,0,26,9,8,32,3,0,4,4,0,0,8,503,2010108869,0.4090909090909091,0.18181818181818182,0.0,26.0,460.0,2.0,0.0,0.0,23.0,2.0,10.0,1.0,27.0,18.0,8.0,23.0,4.0,3.0,465.0,0.43478260869565216,0.17391304347826086,JAC,CLE,2010,0.13636363636363635,0.13043478260869565,11/21,2010-11/21-JAC,2010-10-JAC,0.0,0.0,0.0,
KC-2010112109,3,0,0,21,0,4,1,0,0,9,0,1,17.0,9,7,31,5,0,7,4,0,0,10,382,2010112109,3,0,0,25,0,2,0,0,0,9,0,1,27,18,8,31,5,0,5,4,0,0,9,509,2010111408,0.36,0.2,0.0,17.0,382.0,2.0,0.0,0.0,24.0,3.0,9.0,2.0,26.0,12.0,12.0,33.0,5.0,3.0,521.0,0.375,0.20833333333333334,KC,ARI,2010,0.2,0.125,11/21,2010-11/21-KC,2010-10-KC,0.0,0.0,0.0,
MIA-2010111800,1,1,0,20,0,0,0,0,0,9,0,0,18.0,12,0,0,7,0,3,0,0,0,10,319,2010111800,2,0,0,20,0,1,1,0,0,9,0,1,21,13,6,13,4,0,5,1,0,0,9,402,2010111300,0.45,0.25,1.0,18.0,319.0,2.0,0.0,0.0,21.0,0.0,9.0,0.0,22.0,16.0,3.0,10.0,3.0,1.0,378.0,0.42857142857142855,0.14285714285714285,MIA,CHI,2010,0.2,0.19047619047619047,11/18,2010-11/18-MIA,2010-10-MIA,0.0,0.0,0.0,
MIN-2010112106,1,0,0,23,0,0,1,0,0,11,0,2,26.0,21,3,6,5,0,2,0,0,0,10,393,2010112106,1,0,0,24,0,1,2,0,0,10,0,2,27,16,7,17,4,0,3,1,0,0,9,484,2010111405,0.4166666666666667,0.125,0.0,26.0,393.0,2.0,0.0,0.0,23.0,0.0,11.0,0.0,23.0,18.0,2.0,8.0,4.0,1.0,424.0,0.4782608695652174,0.17391304347826086,MIN,GB,2010,0.16666666666666666,0.21739130434782608,11/21,2010-11/21-MIN,2010-10-MIN,0.0,0.0,0.0,
NE-2010112112,4,1,0,19,0,4,1,0,0,9,0,1,21.0,7,7,31,3,3,3,4,0,0,10,437,2010112112,2,0,0,21,0,3,1,0,0,8,0,1,24,13,6,26,4,1,3,3,0,0,9,454,2010111408,0.38095238095238093,0.14285714285714285,1.0,21.0,437.0,3.0,0.0,0.0,22.0,2.0,10.0,2.0,22.0,10.0,9.0,30.0,4.0,3.0,464.0,0.45454545454545453,0.18181818181818182,NE,IND,2010,0.19047619047619047,0.13636363636363635,11/21,2010-11/21-NE,2010-10-NE,0.0,0.0,0.0,
NO-2010112107,6,0,0,18,0,4,1,0,0,5,1,0,24.0,15,6,34,1,0,3,5,0,0,10,553,2010112107,4,0,0,21,0,3,1,0,0,6,0,1,26,14,7,27,3,1,3,3,0,0,8,484,2010108641,0.2857142857142857,0.14285714285714285,0.0,24.0,553.0,4.0,0.0,0.0,21.0,3.0,7.0,1.0,26.0,17.0,7.0,32.0,4.0,4.0,543.0,0.3333333333333333,0.19047619047619047,NO,SEA,2010,0.14285714285714285,0.09523809523809523,11/21,2010-11/21-NO,2010-10-NO,0.0,0.0,0.0,
NYG-2010112113,1,0,0,23,0,2,1,0,0,11,0,1,21.0,14,5,17,4,0,5,2,0,0,10,310,2010112113,3,0,0,22,0,3,1,0,0,10,0,2,26,15,8,29,3,1,4,3,0,0,9,498,2010111409,0.45454545454545453,0.18181818181818182,0.0,21.0,310.0,2.0,0.0,0.0,23.0,3.0,11.0,0.0,23.0,18.0,5.0,25.0,7.0,3.0,435.0,0.4782608695652174,0.30434782608695654,NYG,PHI,2010,0.13636363636363635,0.21739130434782608,11/21,2010-11/21-NYG,2010-10-NYG,0.0,0.0,0.0,
NYJ-2010112101,2,0,0,26,0,3,3,0,1,9,1,3,25.0,16,16,30,4,0,4,3,0,0,10,552,2010112101,3,0,0,26,0,2,3,0,0,10,1,2,28,17,14,26,4,0,3,2,0,0,9,575,2010111400,0.38461538461538464,0.11538461538461539,0.0,25.0,552.0,2.0,0.0,0.0,22.0,3.0,9.0,1.0,25.0,10.0,10.0,30.0,3.0,3.0,548.0,0.4090909090909091,0.13636363636363635,NYJ,HOU,2010,0.15384615384615385,0.13636363636363635,11/21,2010-11/21-NYJ,2010-10-NYJ,0.0,0.0,0.0,
OAK-2010112103,2,0,0,27,0,0,0,1,0,14,0,1,33.0,27,4,3,8,0,10,0,0,0,10,417,2010112103,1,0,0,29,0,1,1,1,0,13,0,2,27,18,12,19,6,0,8,1,0,0,8,563,2010108641,0.4482758620689655,0.27586206896551724,0.0,33.0,417.0,2.0,0.0,0.0,25.0,2.0,10.0,1.0,28.0,19.0,7.0,19.0,5.0,2.0,469.0,0.4,0.2,OAK,PIT,2010,0.20689655172413793,0.24,11/21,2010-11/21-OAK,2010-10-OAK,0.0,0.0,0.0,
PHI-2010112113,2,1,0,24,0,1,4,1,0,9,0,4,22.0,16,17,27,3,1,4,2,1,1,10,467,2010112113,2,1,0,24,0,3,2,1,0,9,0,3,22,12,14,37,3,1,5,4,0,0,9,530,2010111440,0.375,0.20833333333333334,1.0,22.0,467.0,2.0,0.0,0.0,23.0,1.0,8.0,2.0,17.0,12.0,9.0,20.0,3.0,2.0,463.0,0.34782608695652173,0.13043478260869565,PHI,NYG,2010,0.125,0.13043478260869565,11/21,2010-11/21-PHI,2010-10-PHI,0.5,0.0,0.0,
PIT-2010112103,5,2,0,26,0,5,0,0,0,7,0,0,25.0,11,5,35,7,0,4,5,0,0,10,530,2010112103,3,1,0,26,0,3,1,0,0,9,0,1,24,14,8,31,5,0,4,4,1,0,9,522,2010111438,0.34615384615384615,0.15384615384615385,2.0,25.0,530.0,3.0,1.0,0.0,28.0,2.0,9.0,1.0,27.0,17.0,8.0,22.0,5.0,2.0,448.0,0.32142857142857145,0.17857142857142858,PIT,OAK,2010,0.19230769230769232,0.2857142857142857,11/21,2010-11/21-PIT,2010-10-PIT,0.3333333333333333,0.0,0.0,0.0
SD-2010112200,3,2,0,25,0,5,0,0,1,8,1,0,21.0,10,9,35,4,3,2,5,0,0,10,497,2010112200,4,1,0,23,0,3,0,0,0,10,0,0,20,9,7,32,3,2,4,4,0,0,8,524,2010108670,0.43478260869565216,0.17391304347826086,2.0,21.0,497.0,2.0,1.0,0.0,24.0,3.0,9.0,0.0,24.0,14.0,9.0,31.0,4.0,4.0,558.0,0.375,0.16666666666666666,SD,DEN,2010,0.13043478260869565,0.16666666666666666,11/22,2010-11/22-SD,2010-10-SD,0.25,0.0,0.0,
SEA-2010112107,3,0,0,19,0,1,2,2,0,11,0,4,23.0,12,15,19,2,0,5,1,0,0,10,500,2010112107,2,0,0,22,0,1,2,1,0,9,0,3,21,13,12,20,2,1,4,1,0,0,9,468,2010111408,0.4090909090909091,0.18181818181818182,0.0,23.0,500.0,2.0,0.0,0.0,21.0,0.0,10.0,2.0,23.0,15.0,9.0,14.0,5.0,1.0,416.0,0.47619047619047616,0.23809523809523808,SEA,NO,2010,0.09090909090909091,0.19047619047619047,11/21,2010-11/21-SEA,2010-10-SEA,0.0,0.0,0.0,
SF-2010112111,0,0,0,22,0,0,0,0,0,10,0,0,22.0,18,0,0,6,0,3,0,0,0,10,302,2010112111,0,0,0,25,0,1,1,0,0,11,0,1,22,13,7,15,6,0,4,1,0,0,8,460,2010108873,0.44,0.16,0.0,22.0,302.0,2.0,0.0,0.0,21.0,1.0,8.0,1.0,24.0,14.0,7.0,14.0,3.0,1.0,389.0,0.38095238095238093,0.14285714285714285,SF,TB,2010,0.24,0.19047619047619047,11/21,2010-11/21-SF,2010-10-SF,,0.0,0.0,
STL-2010112110,1,0,0,23,0,2,0,0,1,10,0,1,18.0,15,7,17,5,0,8,2,0,0,10,453,2010112110,1,0,0,24,0,2,0,0,0,9,0,2,22,13,9,20,6,0,6,2,0,0,8,414,2010108875,0.375,0.25,0.0,18.0,453.0,3.0,1.0,0.0,20.0,2.0,9.0,0.0,18.0,13.0,4.0,19.0,6.0,2.0,451.0,0.45,0.3,STL,ATL,2010,0.25,0.2,11/21,2010-11/21-STL,2010-10-STL,0.0,0.0,0.0,
TB-2010112111,3,0,0,23,0,3,0,1,0,9,1,0,22.0,9,6,21,5,1,3,3,0,0,10,329,2010112111,3,0,0,21,0,3,0,0,0,8,0,0,21,9,5,24,4,0,5,3,0,0,9,463,2010111407,0.38095238095238093,0.23809523809523808,0.0,22.0,329.0,1.0,0.0,0.0,24.0,2.0,11.0,1.0,27.0,12.0,6.0,19.0,5.0,2.0,447.0,0.4583333333333333,0.20833333333333334,TB,SF,2010,0.19047619047619047,0.2916666666666667,11/21,2010-11/21-TB,2010-10-TB,0.0,0.0,0.0,
TEN-2010112108,0,0,0,21,0,0,2,1,0,9,0,3,23.0,10,10,9,5,0,6,0,0,0,10,503,2010112108,2,0,0,22,0,1,1,0,0,9,0,1,20,17,7,16,5,0,5,1,0,0,8,467,2010108871,0.4090909090909091,0.22727272727272727,0.0,23.0,503.0,2.0,0.0,0.0,26.0,3.0,9.0,1.0,24.0,13.0,8.0,30.0,5.0,3.0,559.0,0.34615384615384615,0.19230769230769232,TEN,WAS,2010,0.22727272727272727,0.23076923076923078,11/21,2010-11/21-TEN,2010-10-TEN,0.0,0.0,0.0,
WAS-2010112108,1,0,0,22,0,1,1,4,1,11,2,4,35.0,21,23,25,4,0,4,2,0,0,10,676,2010112108,1,0,0,27,0,2,0,1,0,12,0,2,26,18,11,30,6,0,7,3,0,0,8,642,2010108904,0.4444444444444444,0.25925925925925924,0.0,35.0,676.0,3.0,1.0,0.0,23.0,2.0,10.0,3.0,26.0,15.0,14.0,29.0,6.0,3.0,594.0,0.43478260869565216,0.2608695652173913,WAS,TEN,2010,0.2222222222222222,0.13043478260869565,11/21,2010-11/21-WAS,2010-10-WAS,0.0,0.0,0.0,
ARI-2010112900,0,0,0,22,0,0,2,0,0,10,0,2,17.0,19,6,6,6,0,2,0,0,0,11,454,2010112900,0,0,0,23,0,0,1,0,0,10,0,1,24,21,5,12,6,0,5,1,0,0,10,512,2010112139,0.43478260869565216,0.21739130434782608,0.0,17.0,454.0,1.0,0.0,0.0,24.0,1.0,10.0,1.0,22.0,14.0,7.0,15.0,4.0,1.0,406.0,0.4166666666666667,0.16666666666666666,ARI,SF,2010,0.2608695652173913,0.2916666666666667,11/29,2010-11/29-ARI,2010-11-ARI,,0.0,0.0,
ATL-2010112805,0,0,0,16,0,2,1,1,0,6,0,2,22.0,4,9,20,4,0,2,2,0,0,11,397,2010112805,1,0,0,19,0,2,1,0,0,7,0,2,23,12,11,26,4,0,3,2,0,0,10,462,2010112005,0.3684210526315789,0.15789473684210525,0.0,22.0,397.0,1.0,0.0,0.0,20.0,1.0,9.0,1.0,21.0,12.0,4.0,15.0,2.0,1.0,394.0,0.45,0.1,ATL,GB,2010,0.21052631578947367,0.25,11/28,2010-11/28-ATL,2010-11-ATL,0.0,0.0,0.0,
BAL-2010112806,2,0,0,24,0,2,0,1,0,9,0,1,26.0,11,6,17,7,2,6,2,0,0,11,514,2010112806,2,0,0,23,0,2,0,0,0,9,0,1,24,10,7,20,5,1,5,2,0,0,10,503,2010112002,0.391304347826087,0.21739130434782608,0.0,26.0,514.0,1.0,0.0,0.0,22.0,1.0,9.0,1.0,24.0,14.0,6.0,11.0,4.0,1.0,416.0,0.4090909090909091,0.18181818181818182,BAL,TB,2010,0.21739130434782608,0.2727272727272727,11/28,2010-11/28-BAL,2010-11-BAL,0.0,0.0,0.0,
BUF-2010112801,2,0,0,23,0,1,2,1,0,7,0,3,25.0,23,11,16,5,0,3,1,0,0,11,477,2010112801,3,0,0,23,0,3,1,0,0,7,0,1,23,16,8,26,4,0,3,3,0,0,10,473,2010112103,0.30434782608695654,0.13043478260869565,0.0,25.0,477.0,2.0,0.0,0.0,24.0,1.0,9.0,2.0,29.0,21.0,8.0,17.0,5.0,1.0,487.0,0.375,0.20833333333333334,BUF,PIT,2010,0.17391304347826086,0.25,11/28,2010-11/28-BUF,2010-11-BUF,0.0,0.0,0.0,
CAR-2010112807,3,0,0,23,0,1,0,5,0,9,2,3,22.0,11,19,16,4,0,6,1,0,0,11,445,2010112807,2,0,0,24,0,1,0,3,0,10,0,2,21,13,13,19,6,0,6,1,0,0,10,437,2010112104,0.4166666666666667,0.25,0.0,22.0,445.0,3.0,0.0,0.0,24.0,2.0,9.0,2.0,26.0,15.0,14.0,24.0,5.0,2.0,495.0,0.375,0.20833333333333334,CAR,CLE,2010,0.25,0.125,11/28,2010-11/28-CAR,2010-11-CAR,0.0,0.0,0.0,
CHI-2010112804,1,0,0,22,0,4,1,0,0,9,0,1,16.0,7,7,31,5,3,3,4,0,0,11,593,2010112804,3,0,0,22,0,2,1,1,0,7,0,2,20,10,12,24,4,2,3,2,0,0,10,471,2010112002,0.3181818181818182,0.13636363636363635,0.0,16.0,593.0,1.0,0.0,0.0,23.0,3.0,11.0,0.0,19.0,12.0,5.0,27.0,5.0,3.0,494.0,0.4782608695652174,0.21739130434782608,CHI,PHI,2010,0.18181818181818182,0.21739130434782608,11/28,2010-11/28-CHI,2010-11-CHI,0.0,0.0,0.0,
CIN-2010112502,3,0,0,28,0,1,2,0,0,11,1,1,21.0,25,6,10,7,1,6,1,0,0,11,271,2010112502,4,0,0,24,0,2,1,0,0,11,0,1,25,17,6,23,4,0,4,3,0,0,10,441,2010112002,0.4583333333333333,0.16666666666666666,0.0,21.0,271.0,2.0,0.0,0.0,26.0,2.0,11.0,1.0,20.0,17.0,7.0,19.0,6.0,2.0,395.0,0.4230769230769231,0.23076923076923078,CIN,NYJ,2010,0.16666666666666666,0.23076923076923078,11/25,2010-11/25-CIN,2010-11-CIN,0.0,0.0,0.0,
CLE-2010112807,4,0,0,22,0,3,0,1,0,10,0,1,28.0,15,7,30,3,0,1,4,0,0,11,569,2010112807,2,0,0,23,0,2,1,0,0,10,0,1,23,13,10,21,4,0,4,2,0,0,10,456,2010112104,0.43478260869565216,0.17391304347826086,0.0,28.0,569.0,2.0,0.0,0.0,23.0,3.0,9.0,1.0,26.0,10.0,8.0,28.0,4.0,3.0,575.0,0.391304347826087,0.17391304347826086,CLE,CAR,2010,0.17391304347826086,0.17391304347826086,11/28,2010-11/28-CLE,2010-11-CLE,0.0,0.0,0.0,
DAL-2010112501,3,1,0,22,0,3,1,0,2,10,1,2,25.0,13,15,27,2,0,4,3,0,0,11,577,2010112501,3,0,0,22,0,3,1,0,0,9,1,1,21,10,9,27,3,1,4,3,0,0,10,512,2010112004,0.4090909090909091,0.18181818181818182,1.0,25.0,577.0,2.0,0.0,0.0,22.0,1.0,10.0,2.0,24.0,15.0,12.0,18.0,5.0,1.0,467.0,0.45454545454545453,0.22727272727272727,DAL,NO,2010,0.13636363636363635,0.13636363636363635,11/25,2010-11/25-DAL,2010-11-DAL,0.0,0.0,0.0,
DEN-2010112810,1,0,0,27,0,3,0,2,0,11,0,2,27.0,20,11,33,4,0,7,4,1,0,11,566,2010112810,1,0,0,24,0,3,0,0,0,9,0,0,24,15,7,29,5,0,5,4,0,0,10,527,2010112139,0.375,0.20833333333333334,0.0,27.0,566.0,1.0,0.0,0.0,25.0,2.0,10.0,3.0,25.0,15.0,12.0,30.0,5.0,3.0,565.0,0.4,0.2,DEN,STL,2010,0.20833333333333334,0.2,11/28,2010-11/28-DEN,2010-11-DEN,0.0,0.0,0.0,
DET-2010112500,2,0,0,21,0,3,0,2,0,10,1,1,25.0,19,10,24,3,0,3,3,0,0,11,673,2010112500,2,0,0,23,0,1,0,1,0,10,0,1,26,18,8,19,5,0,4,2,0,0,10,600,2010112003,0.43478260869565216,0.17391304347826086,0.0,25.0,673.0,3.0,0.0,0.0,21.0,2.0,10.0,0.0,26.0,18.0,6.0,28.0,4.0,3.0,623.0,0.47619047619047616,0.19047619047619047,DET,NE,2010,0.21739130434782608,0.14285714285714285,11/25,2010-11/25-DET,2010-11-DET,0.0,0.0,0.0,
GB-2010112805,2,0,0,17,0,2,1,0,0,9,0,1,21.0,9,5,17,2,1,7,2,0,0,11,503,2010112805,2,0,0,19,0,3,0,0,0,8,0,1,22,9,8,26,3,0,4,3,0,0,9,461,2010111874,0.42105263157894735,0.21052631578947367,0.0,21.0,503.0,2.0,0.0,0.0,20.0,2.0,9.0,0.0,20.0,12.0,5.0,18.0,7.0,2.0,452.0,0.45,0.35,GB,ATL,2010,0.15789473684210525,0.15,11/28,2010-11/28-GB,2010-11-GB,0.0,0.0,0.0,
HOU-2010112802,2,1,0,21,0,2,2,0,0,10,0,2,25.0,11,8,20,4,2,4,2,0,0,11,412,2010112802,2,0,0,22,0,2,1,0,0,10,0,1,23,12,7,23,4,0,5,2,0,0,10,471,2010112102,0.45454545454545453,0.22727272727272727,1.0,25.0,412.0,2.0,0.0,0.0,22.0,1.0,10.0,3.0,27.0,15.0,14.0,24.0,5.0,2.0,536.0,0.45454545454545453,0.22727272727272727,HOU,TEN,2010,0.18181818181818182,0.13636363636363635,11/28,2010-11/28-HOU,2010-11-HOU,0.0,0.0,0.0,
IND-2010112811,4,0,0,22,0,2,0,0,0,12,0,0,22.0,17,2,26,4,0,4,4,0,0,11,478,2010112811,4,0,0,21,0,2,0,0,0,10,0,1,22,16,5,23,4,0,4,3,0,0,10,454,2010112108,0.47619047619047616,0.19047619047619047,0.0,22.0,478.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,24.0,15.0,5.0,23.0,3.0,3.0,462.0,0.4090909090909091,0.13636363636363635,IND,SD,2010,0.19047619047619047,0.22727272727272727,11/28,2010-11/28-IND,2010-11-IND,0.0,0.0,0.0,
JAC-2010112800,3,0,0,18,0,2,1,1,0,9,0,2,28.0,17,9,20,3,0,2,2,0,0,11,484,2010112800,2,0,0,21,0,3,1,1,0,9,0,1,28,13,9,27,2,0,3,3,0,0,10,515,2010112102,0.42857142857142855,0.14285714285714285,0.0,28.0,484.0,3.0,0.0,0.0,22.0,1.0,9.0,2.0,22.0,14.0,11.0,24.0,3.0,2.0,512.0,0.4090909090909091,0.13636363636363635,JAC,NYG,2010,0.09523809523809523,0.13636363636363635,11/28,2010-11/28-JAC,2010-11-JAC,0.0,0.0,0.0,
