offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
TB-2016120411,2,0,0,19,0,1,3,0,0,7,1,3,22.0,11,9,24,2,3,1,2,1,1,12,382,2016120411,3,0,0,19,0,1,2,0,0,7,0,2,24,12,9,19,2,2,1,1,0,0,11,426,2016115041,0.3684210526315789,0.05263157894736842,0.0,22.0,382.0,1.0,0.0,0.0,21.0,1.0,8.0,2.0,23.0,11.0,7.0,20.0,3.0,2.0,412.0,0.38095238095238093,0.14285714285714285,TB,SD,2016,0.10526315789473684,0.14285714285714285,12/04,2016-12/04-TB,2016-12-TB,0.0,0.0,0.0,
WAS-2016120409,3,0,0,19,0,2,1,1,1,8,0,3,23.0,18,14,23,2,1,2,2,0,0,12,418,2016120409,2,0,0,19,0,2,1,0,0,8,0,2,21,14,11,30,2,1,2,3,1,0,11,495,2016114940,0.42105263157894735,0.10526315789473684,0.0,23.0,418.0,3.0,0.0,0.0,21.0,3.0,8.0,1.0,21.0,12.0,9.0,28.0,2.0,3.0,374.0,0.38095238095238093,0.09523809523809523,WAS,ARI,2016,0.10526315789473684,0.09523809523809523,12/04,2016-12/04-WAS,2016-12-WAS,0.0,0.0,0.0,0.0
ARI-2016121106,4,1,0,28,2,0,0,1,1,12,2,1,28.0,18,7,23,5,1,7,3,1,1,13,376,2016121106,3,0,0,22,0,1,0,0,1,10,1,1,25,19,9,24,4,0,3,3,0,0,12,379,2016118071,0.45454545454545453,0.13636363636363635,1.0,28.0,376.0,2.0,0.0,0.0,24.0,2.0,10.0,1.0,27.0,16.0,7.0,28.0,5.0,3.0,488.0,0.4166666666666667,0.20833333333333334,ARI,MIA,2016,0.18181818181818182,0.16666666666666666,12/11,2016-12/11-ARI,2016-13-ARI,0.0,0.0,0.0,
ATL-2016121112,3,0,0,26,0,4,0,0,0,11,0,0,21.0,12,4,28,8,0,8,4,0,0,13,396,2016121112,2,0,0,20,0,3,0,0,0,8,0,1,26,13,8,33,3,0,4,4,0,0,12,417,2016118070,0.4,0.2,0.0,21.0,396.0,3.0,0.0,0.0,25.0,4.0,10.0,1.0,23.0,11.0,9.0,34.0,6.0,4.0,491.0,0.4,0.24,ATL,LA,2016,0.15,0.24,12/11,2016-12/11-ATL,2016-13-ATL,0.0,0.0,0.0,
BAL-2016121200,0,0,0,27,0,2,3,1,1,11,0,3,23.0,15,20,23,6,0,6,2,0,0,13,431,2016121200,0,0,0,24,0,2,1,0,1,10,0,2,23,12,16,26,4,1,5,2,0,0,12,463,2016118100,0.4166666666666667,0.20833333333333334,0.0,23.0,431.0,0.0,0.0,0.0,24.0,1.0,11.0,1.0,20.0,15.0,12.0,16.0,5.0,1.0,377.0,0.4583333333333333,0.20833333333333334,BAL,NE,2016,0.16666666666666666,0.25,12/12,2016-12/12-BAL,2016-13-BAL,,0.0,0.0,
BUF-2016121100,2,1,0,21,1,2,0,0,0,10,0,0,19.0,13,2,20,6,0,7,3,0,0,13,387,2016121100,3,0,0,22,0,2,0,0,0,10,0,0,21,13,3,24,5,0,5,3,0,0,12,427,2016118070,0.45454545454545453,0.22727272727272727,1.0,19.0,387.0,1.0,0.0,0.0,20.0,1.0,8.0,0.0,21.0,15.0,3.0,13.0,4.0,2.0,371.0,0.4,0.2,BUF,PIT,2016,0.22727272727272727,0.2,12/11,2016-12/11-BUF,2016-13-BUF,0.0,0.0,0.0,
CAR-2016121101,3,0,0,25,0,2,1,3,0,6,0,4,22.0,19,17,32,5,0,3,3,0,0,13,341,2016121101,2,0,0,24,0,1,0,1,0,9,0,1,23,20,6,25,5,0,3,3,0,0,12,403,2016118074,0.375,0.125,0.0,22.0,341.0,2.0,0.0,0.0,22.0,1.0,7.0,3.0,24.0,15.0,11.0,23.0,3.0,2.0,366.0,0.3181818181818182,0.13636363636363635,CAR,SD,2016,0.20833333333333334,0.13636363636363635,12/11,2016-12/11-CAR,2016-13-CAR,0.0,0.0,0.0,
CHI-2016121103,0,0,0,16,0,1,1,0,0,8,0,1,22.0,14,4,10,4,0,4,1,0,0,13,441,2016121103,2,0,0,20,0,2,0,0,0,9,0,0,25,17,4,18,4,0,3,2,0,0,12,450,2016118069,0.45,0.15,0.0,22.0,441.0,2.0,0.0,0.0,17.0,1.0,8.0,1.0,24.0,12.0,6.0,12.0,4.0,1.0,399.0,0.47058823529411764,0.23529411764705882,CHI,DET,2016,0.2,0.23529411764705882,12/11,2016-12/11-CHI,2016-13-CHI,0.0,0.0,0.0,
CIN-2016121102,3,1,0,19,1,2,1,1,0,8,1,2,20.0,8,8,26,5,0,2,3,0,0,13,416,2016121102,3,0,0,21,1,1,2,0,0,8,0,2,23,13,9,23,4,0,3,2,0,0,12,448,2016118068,0.38095238095238093,0.14285714285714285,1.0,20.0,416.0,1.0,0.0,0.0,20.0,1.0,8.0,1.0,22.0,12.0,6.0,21.0,3.0,2.0,380.0,0.4,0.15,CIN,CLE,2016,0.19047619047619047,0.25,12/11,2016-12/11-CIN,2016-13-CIN,0.0,0.0,0.0,
CLE-2016121102,2,1,0,20,0,1,1,0,0,10,0,1,18.0,17,4,10,6,0,7,1,0,0,13,375,2016121102,1,0,0,20,0,0,1,0,0,10,0,1,22,20,4,14,5,0,7,1,0,0,11,376,2016115269,0.5,0.35,1.0,18.0,375.0,1.0,0.0,0.0,21.0,1.0,9.0,1.0,22.0,17.0,9.0,14.0,4.0,1.0,421.0,0.42857142857142855,0.19047619047619047,CLE,CIN,2016,0.25,0.19047619047619047,12/11,2016-12/11-CLE,2016-13-CLE,0.0,0.0,0.0,
DAL-2016121113,3,2,0,29,0,1,0,0,1,14,1,0,22.0,20,5,7,9,0,7,1,0,0,13,332,2016121113,2,1,0,23,0,2,0,0,0,9,0,0,21,11,6,18,5,1,3,2,0,0,12,346,2016117871,0.391304347826087,0.13043478260869565,2.0,22.0,332.0,2.0,0.0,0.0,26.0,1.0,12.0,1.0,25.0,18.0,7.0,16.0,7.0,1.0,431.0,0.46153846153846156,0.2692307692307692,DAL,NYG,2016,0.21739130434782608,0.2692307692307692,12/11,2016-12/11-DAL,2016-13-DAL,0.5,0.0,0.0,
DEN-2016121109,1,0,0,21,0,1,1,0,0,9,0,1,26.0,17,4,10,5,0,4,1,0,0,13,403,2016121109,1,0,0,26,0,1,1,0,0,10,0,1,23,15,8,16,7,0,5,1,0,0,12,371,2016118074,0.38461538461538464,0.19230769230769232,0.0,26.0,403.0,2.0,0.0,0.0,21.0,2.0,9.0,0.0,25.0,19.0,5.0,18.0,4.0,2.0,416.0,0.42857142857142855,0.19047619047619047,DEN,TEN,2016,0.2692307692307692,0.19047619047619047,12/11,2016-12/11-DEN,2016-13-DEN,0.0,0.0,0.0,
DET-2016121103,3,0,0,17,0,2,1,0,1,8,0,2,24.0,19,10,26,2,1,4,3,0,0,13,386,2016121103,2,0,0,18,0,1,2,0,0,7,0,3,22,16,13,23,2,0,3,2,0,0,12,412,2016117970,0.3888888888888889,0.16666666666666666,0.0,24.0,386.0,2.0,0.0,0.0,20.0,1.0,9.0,2.0,21.0,13.0,8.0,19.0,5.0,2.0,350.0,0.45,0.25,DET,CHI,2016,0.1111111111111111,0.2,12/11,2016-12/11-DET,2016-13-DET,0.0,0.0,0.0,
GB-2016121111,3,0,0,27,0,5,1,0,1,8,1,1,19.0,8,12,38,4,3,4,5,0,0,13,376,2016121111,3,0,0,20,0,3,1,0,0,6,0,1,20,10,8,28,3,2,3,3,0,0,12,397,2016118105,0.3,0.15,0.0,19.0,376.0,3.0,0.0,0.0,24.0,2.0,8.0,0.0,22.0,11.0,6.0,19.0,2.0,2.0,397.0,0.3333333333333333,0.08333333333333333,GB,SEA,2016,0.15,0.16666666666666666,12/11,2016-12/11-GB,2016-13-GB,0.0,0.0,0.0,
HOU-2016121104,2,0,0,22,0,1,3,1,1,7,0,5,25.0,11,19,22,3,2,4,1,0,0,13,376,2016121104,2,0,0,22,0,1,1,0,0,8,0,2,26,14,9,16,4,0,5,1,0,0,12,398,2016118071,0.36363636363636365,0.22727272727272727,0.0,25.0,376.0,2.0,0.0,0.0,20.0,2.0,8.0,2.0,20.0,13.0,9.0,20.0,4.0,2.0,413.0,0.4,0.2,HOU,IND,2016,0.18181818181818182,0.2,12/11,2016-12/11-HOU,2016-13-HOU,0.0,0.0,0.0,
IND-2016121104,4,1,0,21,0,2,1,0,1,10,1,1,27.0,24,9,17,2,1,4,2,0,0,13,390,2016121104,3,0,0,21,0,2,0,0,1,8,0,1,24,16,9,21,2,1,2,2,0,0,12,401,2016118002,0.38095238095238093,0.09523809523809523,1.0,27.0,390.0,4.0,1.0,0.0,21.0,2.0,8.0,0.0,23.0,15.0,6.0,19.0,3.0,2.0,387.0,0.38095238095238093,0.14285714285714285,IND,HOU,2016,0.09523809523809523,0.19047619047619047,12/11,2016-12/11-IND,2016-13-IND,0.0,0.0,0.0,
JAX-2016121105,2,0,0,20,0,1,1,2,2,11,1,3,20.0,16,21,16,4,0,4,1,0,0,13,395,2016121105,2,0,0,23,0,1,0,1,0,11,0,1,23,18,9,17,6,0,3,2,0,0,12,407,2016118070,0.4782608695652174,0.13043478260869565,0.0,20.0,395.0,1.0,0.0,0.0,21.0,1.0,9.0,2.0,21.0,12.0,12.0,16.0,4.0,1.0,369.0,0.42857142857142855,0.19047619047619047,JAX,MIN,2016,0.2608695652173913,0.19047619047619047,12/11,2016-12/11-JAX,2016-13-JAX,0.0,0.0,0.0,
KC-2016120800,2,0,0,25,0,2,0,0,0,11,0,0,21.0,9,2,14,5,3,3,2,0,0,13,412,2016120800,1,0,0,23,0,2,0,0,0,10,0,1,23,11,3,21,5,2,4,2,0,0,12,457,2016117969,0.43478260869565216,0.17391304347826086,0.0,21.0,412.0,2.0,0.0,0.0,25.0,2.0,11.0,0.0,23.0,16.0,3.0,25.0,5.0,3.0,468.0,0.44,0.2,KC,OAK,2016,0.21739130434782608,0.2,12/08,2016-12/08-KC,2016-13-KC,0.0,0.0,0.0,
LA-2016121112,3,0,0,27,0,2,0,0,0,12,0,0,30.0,19,2,26,7,0,6,4,0,0,13,468,2016121112,2,0,0,26,0,2,0,0,0,11,0,0,22,16,3,19,7,0,5,2,0,0,12,390,2016118075,0.4230769230769231,0.19230769230769232,0.0,30.0,468.0,2.0,0.0,0.0,21.0,1.0,10.0,0.0,24.0,15.0,4.0,21.0,3.0,3.0,452.0,0.47619047619047616,0.14285714285714285,LA,ATL,2016,0.2692307692307692,0.19047619047619047,12/11,2016-12/11-LA,2016-13-LA,0.0,0.0,0.0,
MIA-2016121106,4,1,0,29,0,3,1,0,0,8,0,1,25.0,7,6,24,8,0,4,3,0,0,13,399,2016121106,3,0,0,24,0,2,0,0,0,8,0,0,23,10,5,22,6,0,4,3,0,0,12,421,2016118071,0.3333333333333333,0.16666666666666666,1.0,25.0,399.0,3.0,0.0,0.0,22.0,3.0,7.0,1.0,24.0,11.0,9.0,28.0,2.0,3.0,407.0,0.3181818181818182,0.09090909090909091,MIA,ARI,2016,0.25,0.18181818181818182,12/11,2016-12/11-MIA,2016-13-MIA,0.0,0.0,0.0,
MIN-2016121105,2,0,0,21,1,2,1,3,0,6,0,4,23.0,11,17,26,1,2,0,2,0,0,13,450,2016121105,1,0,0,20,0,1,1,1,0,8,0,3,25,12,11,18,4,0,2,1,0,0,12,412,2016117868,0.4,0.1,0.0,23.0,450.0,2.0,0.0,0.0,24.0,1.0,8.0,2.0,20.0,10.0,9.0,22.0,3.0,2.0,344.0,0.3333333333333333,0.125,MIN,JAX,2016,0.2,0.25,12/11,2016-12/11-MIN,2016-13-MIN,0.0,0.0,0.0,
NE-2016121200,4,0,0,28,0,4,0,0,0,12,0,0,22.0,14,4,28,6,1,2,4,0,0,13,580,2016121200,2,0,0,25,0,2,1,1,0,10,0,2,25,16,11,25,5,2,3,2,0,0,12,487,2016118105,0.4,0.12,0.0,22.0,580.0,3.0,0.0,0.0,24.0,1.0,10.0,0.0,24.0,17.0,4.0,15.0,3.0,2.0,466.0,0.4166666666666667,0.125,NE,BAL,2016,0.2,0.25,12/12,2016-12/12-NE,2016-13-NE,0.0,0.0,0.0,
NO-2016121108,1,0,0,19,0,0,2,1,0,9,0,3,20.0,17,10,15,4,0,5,1,0,0,13,331,2016121108,4,0,0,21,0,2,1,0,0,9,0,1,23,13,8,25,4,0,4,3,0,0,12,451,2016118074,0.42857142857142855,0.19047619047619047,0.0,20.0,331.0,1.0,0.0,0.0,19.0,1.0,9.0,1.0,22.0,15.0,7.0,15.0,4.0,1.0,334.0,0.47368421052631576,0.21052631578947367,NO,TB,2016,0.19047619047619047,0.21052631578947367,12/11,2016-12/11-NO,2016-13-NO,0.0,0.0,0.0,
NYG-2016121113,1,0,0,30,0,1,1,0,0,11,0,1,24.0,13,4,10,9,2,3,1,0,0,13,365,2016121113,1,0,0,27,0,2,0,0,0,9,0,0,22,14,3,15,7,1,4,2,0,0,12,361,2016118075,0.3333333333333333,0.14814814814814814,0.0,24.0,365.0,0.0,0.0,0.0,23.0,1.0,9.0,2.0,25.0,15.0,9.0,17.0,3.0,1.0,441.0,0.391304347826087,0.13043478260869565,NYG,DAL,2016,0.25925925925925924,0.21739130434782608,12/11,2016-12/11-NYG,2016-13-NYG,0.0,0.0,0.0,
NYJ-2016121110,2,1,0,26,0,0,2,1,1,13,0,3,29.0,13,15,23,6,0,5,2,1,1,13,515,2016121110,1,0,0,23,0,1,1,0,1,12,0,1,23,15,10,16,5,0,5,1,0,0,12,443,2016118107,0.5217391304347826,0.21739130434782608,1.0,29.0,515.0,2.0,0.0,0.0,23.0,2.0,10.0,1.0,24.0,11.0,9.0,28.0,3.0,3.0,493.0,0.43478260869565216,0.13043478260869565,NYJ,SF,2016,0.21739130434782608,0.21739130434782608,12/11,2016-12/11-NYJ,2016-13-NYJ,0.0,0.0,0.0,
OAK-2016120800,1,0,0,24,0,1,1,1,0,10,0,2,26.0,26,8,19,8,0,6,2,0,0,13,433,2016120800,2,0,0,24,0,2,1,1,0,10,0,2,24,19,10,28,6,0,3,3,0,0,12,447,2016117972,0.4166666666666667,0.125,0.0,26.0,433.0,2.0,0.0,0.0,22.0,1.0,10.0,2.0,27.0,20.0,11.0,26.0,5.0,3.0,456.0,0.45454545454545453,0.22727272727272727,OAK,KC,2016,0.25,0.22727272727272727,12/08,2016-12/08-OAK,2016-13-OAK,0.0,0.0,0.0,
PHI-2016121107,3,0,0,19,0,1,1,2,0,9,0,3,27.0,16,12,16,2,0,3,1,0,0,13,461,2016121107,1,0,0,18,0,1,0,1,0,8,0,1,26,17,10,14,2,0,3,1,0,0,12,440,2016118103,0.4444444444444444,0.16666666666666666,0.0,27.0,461.0,2.0,0.0,0.0,18.0,3.0,7.0,1.0,23.0,13.0,10.0,26.0,2.0,3.0,402.0,0.3888888888888889,0.1111111111111111,PHI,WAS,2016,0.1111111111111111,0.1111111111111111,12/11,2016-12/11-PHI,2016-13-PHI,0.0,0.0,0.0,
PIT-2016121100,4,0,0,22,0,3,2,0,0,9,0,2,27.0,14,9,27,2,3,2,3,0,0,13,510,2016121100,3,0,0,21,0,2,1,0,0,8,0,1,22,12,8,25,3,1,3,3,0,0,12,477,2016117970,0.38095238095238093,0.14285714285714285,0.0,27.0,510.0,3.0,0.0,0.0,22.0,3.0,9.0,1.0,25.0,15.0,9.0,28.0,2.0,3.0,478.0,0.4090909090909091,0.09090909090909091,PIT,BUF,2016,0.14285714285714285,0.18181818181818182,12/11,2016-12/11-PIT,2016-13-PIT,0.0,0.0,0.0,
SD-2016121101,4,2,0,26,0,1,1,0,0,13,0,1,21.0,19,4,16,3,0,5,2,1,0,13,303,2016121101,3,1,0,22,0,2,0,0,0,10,0,0,21,14,6,21,4,0,3,3,0,0,12,345,2016118072,0.45454545454545453,0.13636363636363635,2.0,21.0,303.0,3.0,1.0,0.0,25.0,2.0,10.0,2.0,21.0,14.0,9.0,28.0,4.0,3.0,438.0,0.4,0.16,SD,CAR,2016,0.18181818181818182,0.12,12/11,2016-12/11-SD,2016-13-SD,0.3333333333333333,0.0,0.0,
SEA-2016121111,2,0,0,26,0,1,1,0,0,12,0,1,32.0,18,4,10,4,0,5,1,0,0,13,521,2016121111,1,0,0,23,0,1,1,0,0,10,0,2,25,15,8,17,4,0,5,1,0,0,12,473,2016118077,0.43478260869565216,0.21739130434782608,0.0,32.0,521.0,2.0,0.0,0.0,20.0,1.0,9.0,1.0,27.0,14.0,6.0,12.0,5.0,1.0,448.0,0.45,0.25,SEA,GB,2016,0.17391304347826086,0.15,12/11,2016-12/11-SEA,2016-13-SEA,0.0,0.0,0.0,
SF-2016121110,1,0,0,25,0,2,0,3,0,12,2,1,21.0,11,12,17,6,0,4,2,0,0,13,387,2016121110,1,0,0,23,0,1,1,1,0,11,0,1,22,14,8,15,6,0,5,1,0,0,12,385,2016118072,0.4782608695652174,0.21739130434782608,0.0,21.0,387.0,2.0,0.0,0.0,23.0,2.0,9.0,2.0,24.0,13.0,12.0,26.0,2.0,3.0,408.0,0.391304347826087,0.08695652173913043,SF,NYJ,2016,0.2608695652173913,0.17391304347826086,12/11,2016-12/11-SF,2016-13-SF,0.0,0.0,0.0,
TB-2016121108,1,0,0,20,0,1,2,1,0,7,0,3,23.0,13,11,16,4,2,2,1,0,0,13,286,2016121108,2,0,0,20,0,1,1,0,0,7,0,2,22,10,8,18,3,2,1,1,0,0,12,358,2016118075,0.35,0.05,0.0,23.0,286.0,2.0,0.0,0.0,21.0,1.0,7.0,2.0,21.0,13.0,10.0,21.0,2.0,2.0,399.0,0.3333333333333333,0.09523809523809523,TB,NO,2016,0.15,0.19047619047619047,12/11,2016-12/11-TB,2016-13-TB,0.0,0.0,0.0,
TEN-2016121109,2,0,0,22,0,1,0,1,1,8,0,2,20.0,15,10,13,7,3,5,1,0,0,13,313,2016121109,2,0,0,21,0,2,0,0,0,9,0,1,22,13,8,19,5,1,5,2,0,0,11,406,2016115272,0.42857142857142855,0.23809523809523808,0.0,20.0,313.0,1.0,0.0,0.0,27.0,1.0,11.0,2.0,26.0,20.0,7.0,20.0,5.0,2.0,378.0,0.4074074074074074,0.18518518518518517,TEN,DEN,2016,0.23809523809523808,0.2962962962962963,12/11,2016-12/11-TEN,2016-13-TEN,0.0,0.0,0.0,
WAS-2016121107,1,0,0,20,0,3,1,0,0,10,1,0,16.0,10,5,33,3,2,4,5,1,0,13,533,2016121107,1,0,0,18,0,2,1,0,0,8,1,1,20,14,11,27,2,1,2,3,0,0,12,485,2016117972,0.4444444444444444,0.1111111111111111,0.0,16.0,533.0,2.0,0.0,0.0,19.0,2.0,8.0,2.0,20.0,9.0,9.0,30.0,3.0,3.0,464.0,0.42105263157894735,0.15789473684210525,WAS,PHI,2016,0.1111111111111111,0.05263157894736842,12/11,2016-12/11-WAS,2016-13-WAS,0.0,0.0,0.0,
ARI-2016121808,3,1,0,21,0,5,0,0,1,10,1,0,23.0,14,9,35,2,0,2,5,0,0,14,571,2016121808,3,0,0,23,0,3,0,0,1,10,1,0,25,16,9,29,3,0,4,4,0,0,13,447,2016121107,0.43478260869565216,0.17391304347826086,1.0,23.0,571.0,2.0,0.0,0.0,19.0,2.0,7.0,2.0,22.0,14.0,12.0,26.0,2.0,2.0,450.0,0.3684210526315789,0.10526315789473684,ARI,NO,2016,0.13043478260869565,0.10526315789473684,12/18,2016-12/18-ARI,2016-14-ARI,0.0,0.0,0.0,
ATL-2016121809,2,0,0,21,0,5,0,2,1,7,0,2,29.0,7,18,41,2,1,3,5,0,0,14,567,2016121809,2,0,0,21,0,3,0,0,0,8,0,1,27,12,11,34,3,0,5,4,0,0,13,471,2016121107,0.38095238095238093,0.23809523809523808,0.0,29.0,567.0,2.0,0.0,0.0,23.0,2.0,9.0,2.0,27.0,9.0,13.0,29.0,3.0,3.0,504.0,0.391304347826087,0.13043478260869565,ATL,SF,2016,0.14285714285714285,0.17391304347826086,12/18,2016-12/18-ATL,2016-14-ATL,0.0,0.0,0.0,
BAL-2016121800,4,2,0,24,0,3,0,1,1,10,0,2,21.0,14,12,27,4,1,4,3,0,0,14,473,2016121800,1,0,0,24,0,3,1,0,1,10,0,2,23,13,14,29,4,1,5,3,0,0,13,484,2016121133,0.4166666666666667,0.20833333333333334,2.0,21.0,473.0,3.0,0.0,0.0,22.0,2.0,9.0,2.0,19.0,10.0,10.0,30.0,4.0,3.0,481.0,0.4090909090909091,0.18181818181818182,BAL,PHI,2016,0.16666666666666666,0.09090909090909091,12/18,2016-12/18-BAL,2016-14-BAL,0.0,0.0,0.0,
BUF-2016121801,2,0,0,18,1,3,2,0,0,6,0,2,27.0,8,9,33,2,0,1,4,0,0,14,541,2016121801,2,0,0,21,0,2,1,0,0,9,0,1,24,13,5,25,4,0,4,3,0,0,13,487,2016121103,0.42857142857142855,0.19047619047619047,0.0,27.0,541.0,2.0,0.0,0.0,21.0,2.0,8.0,1.0,23.0,9.0,6.0,26.0,2.0,3.0,442.0,0.38095238095238093,0.09523809523809523,BUF,CLE,2016,0.19047619047619047,0.23809523809523808,12/18,2016-12/18-BUF,2016-14-BUF,0.0,0.0,0.0,
CAR-2016121900,1,0,0,28,0,2,4,1,0,9,1,4,25.0,17,17,26,6,1,2,2,0,0,14,483,2016121900,2,0,0,25,0,1,1,1,0,8,0,2,23,18,11,21,5,0,2,2,0,0,13,410,2016121137,0.32,0.08,0.0,25.0,483.0,2.0,0.0,0.0,22.0,2.0,8.0,2.0,25.0,16.0,13.0,24.0,2.0,2.0,446.0,0.36363636363636365,0.09090909090909091,CAR,WAS,2016,0.2,0.13636363636363635,12/19,2016-12/19-CAR,2016-14-CAR,0.0,0.0,0.0,
CHI-2016121802,2,0,0,21,0,3,2,0,0,10,0,2,29.0,14,9,27,2,0,0,3,0,0,14,552,2016121802,1,0,0,20,0,2,1,0,0,9,0,1,24,12,6,20,4,0,2,2,0,0,13,474,2016121102,0.45,0.1,0.0,29.0,552.0,2.0,0.0,0.0,22.0,1.0,10.0,1.0,28.0,15.0,4.0,16.0,3.0,2.0,505.0,0.45454545454545453,0.13636363636363635,CHI,GB,2016,0.2,0.13636363636363635,12/18,2016-12/18-CHI,2016-14-CHI,0.0,0.0,0.0,
CIN-2016121812,2,0,0,17,0,2,2,0,0,7,0,2,21.0,12,8,20,3,0,2,2,0,0,14,387,2016121812,3,0,0,19,0,2,2,0,0,7,0,2,20,9,10,26,3,0,2,2,0,0,13,413,2016121105,0.3684210526315789,0.10526315789473684,0.0,21.0,387.0,2.0,0.0,0.0,20.0,2.0,8.0,0.0,20.0,14.0,4.0,18.0,4.0,2.0,374.0,0.4,0.2,CIN,PIT,2016,0.15789473684210525,0.2,12/18,2016-12/18-CIN,2016-14-CIN,0.0,0.0,0.0,
CLE-2016121801,1,0,0,19,0,1,1,1,0,10,0,2,19.0,12,8,13,5,0,8,1,0,0,14,428,2016121801,1,0,0,22,0,1,1,0,0,11,0,1,22,16,6,14,6,0,8,1,0,0,12,435,2016118535,0.5,0.36363636363636365,0.0,19.0,428.0,2.0,0.0,0.0,21.0,2.0,9.0,2.0,23.0,14.0,10.0,26.0,4.0,2.0,472.0,0.42857142857142855,0.19047619047619047,CLE,BUF,2016,0.2727272727272727,0.19047619047619047,12/18,2016-12/18-CLE,2016-14-CLE,0.0,0.0,0.0,
DAL-2016121803,2,0,0,24,0,2,3,1,2,8,2,4,24.0,4,23,26,2,1,2,2,0,0,14,556,2016121803,2,0,0,25,0,1,1,0,1,10,1,1,22,10,11,16,5,0,4,1,0,0,13,415,2016121005,0.4,0.16,0.0,24.0,556.0,1.0,0.0,0.0,20.0,1.0,8.0,2.0,21.0,11.0,13.0,22.0,3.0,2.0,413.0,0.4,0.15,DAL,TB,2016,0.2,0.15,12/18,2016-12/18-DAL,2016-14-DAL,0.0,0.0,0.0,
DEN-2016121810,1,0,0,24,0,0,1,0,0,12,0,1,25.0,15,3,3,7,0,4,0,0,0,14,389,2016121810,1,0,0,24,0,0,1,0,0,10,0,1,23,15,5,8,7,0,4,0,0,0,13,338,2016121108,0.4166666666666667,0.16666666666666666,0.0,25.0,389.0,0.0,0.0,0.0,25.0,1.0,11.0,1.0,21.0,16.0,9.0,12.0,5.0,1.0,368.0,0.44,0.2,DEN,NE,2016,0.2916666666666667,0.28,12/18,2016-12/18-DEN,2016-14-DEN,0.0,0.0,0.0,
DET-2016121807,1,0,0,22,0,0,1,1,0,10,0,2,22.0,18,7,6,6,0,4,0,0,0,14,443,2016121807,2,0,0,19,0,1,2,0,0,7,0,3,22,17,11,20,3,0,3,1,0,0,13,441,2016121105,0.3684210526315789,0.15789473684210525,0.0,22.0,443.0,2.0,0.0,0.0,25.0,0.0,11.0,1.0,22.0,17.0,7.0,11.0,5.0,1.0,412.0,0.44,0.2,DET,NYG,2016,0.15789473684210525,0.24,12/18,2016-12/18-DET,2016-14-DET,0.0,0.0,0.0,
GB-2016121802,2,1,0,22,0,3,3,0,0,8,0,3,23.0,11,12,30,4,0,3,3,0,0,14,547,2016121802,2,0,0,23,0,3,1,0,0,7,0,1,20,10,9,29,4,1,3,3,0,0,13,438,2016121105,0.30434782608695654,0.13043478260869565,1.0,23.0,547.0,1.0,0.0,0.0,20.0,1.0,8.0,2.0,22.0,13.0,9.0,20.0,5.0,2.0,388.0,0.4,0.25,GB,CHI,2016,0.17391304347826086,0.2,12/18,2016-12/18-GB,2016-14-GB,0.0,0.0,0.0,
HOU-2016121804,1,0,0,28,0,1,2,2,0,11,0,4,30.0,22,15,31,5,2,2,3,0,0,14,473,2016121804,2,0,0,23,0,1,1,1,0,9,0,3,26,15,11,22,4,1,4,2,0,0,13,430,2016121104,0.391304347826087,0.17391304347826086,0.0,30.0,473.0,1.0,0.0,0.0,26.0,1.0,8.0,3.0,24.0,15.0,13.0,23.0,2.0,2.0,382.0,0.3076923076923077,0.07692307692307693,HOU,JAX,2016,0.17391304347826086,0.19230769230769232,12/18,2016-12/18-HOU,2016-14-HOU,0.0,0.0,0.0,
